"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,9728,"; _Z52batched_matrix_multiplication_matrix_core_128x128x16ILj128ELj128ELj16EEvjjjjPKDF16bS1_PDF16b4dim3S3_S3_i",0,0,0,0,"void batched_matrix_multiplication_matrix_core_128x128x16<128u, 128u, 16u>(unsigned int, unsigned int, unsigned int, unsigned int, std::bfloat16_t const*, std::bfloat16_t const*, std::bfloat16_t*, dim3, dim3, dim3, int)"
2,9728,"s_load_dwordx4 s[16:19], s[0:1], 0x10",8,48,16,9364,""
2,9736,"s_load_dwordx8 s[8:15], s[0:1], 0x28",8,32,0,0,""
2,9744,"s_lshl_b32 s5, s3, 7",8,32,0,0,""
2,9748,"v_lshrrev_b32_e32 v40, 7, v0",8,32,0,0,""
2,9752,"v_and_b32_e32 v2, 63, v0",8,32,0,0,""
2,9756,"v_bfe_u32 v1, v0, 6, 1",8,32,0,0,""
2,9764,"s_waitcnt lgkmcnt(0)",8,6540,6540,0,""
2,9768,"s_mul_i32 s3, s8, s4",8,44,12,0,""
2,9772,"s_mul_i32 s6, s9, s5",8,36,4,0,""
2,9776,"s_add_i32 s6, s6, s3",8,44,12,0,""
2,9780,"s_mov_b32 s7, 0",8,36,4,0,""
2,9784,"v_lshl_or_b32 v41, v40, 6, v2",8,36,4,0,""
2,9792,"s_lshl_b64 s[20:21], s[6:7], 1",8,32,0,0,""
2,9796,"v_mul_lo_u32 v2, s9, v41",8,32,0,0,""
2,9804,"v_lshlrev_b32_e32 v42, 3, v1",8,32,0,0,""
2,9808,"s_add_u32 s26, s16, s20",8,32,0,0,""
2,9812,"v_mad_u64_u32 v[14:15], s[8:9], s10, v42, v[2:3]",8,48,16,0,""
2,9820,"v_lshlrev_b32_e32 v44, 3, v40",8,64,32,0,""
2,9824,"s_addc_u32 s27, s17, s21",8,32,0,64,""
2,9828,"v_and_b32_e32 v43, 0x7f, v0",8,32,0,0,""
2,9836,"v_mul_lo_u32 v2, s12, v44",8,32,0,0,""
2,9844,"v_mov_b32_e32 v15, 0",8,32,0,0,""
2,9848,"v_mad_u64_u32 v[2:3], s[8:9], s13, v43, v[2:3]",8,56,24,0,""
2,9856,"v_lshl_add_u64 v[4:5], v[14:15], 1, s[26:27]",8,44,8,0,""
2,9864,"s_lshl_b32 s24, s2, 7",8,44,12,84,""
2,9868,"global_load_dwordx4 v[20:23], v[4:5], off",8,52,20,32,""
2,9876,"v_add_u32_e32 v4, s12, v2",8,32,0,0,""
2,9880,"s_mul_i32 s3, s11, s4",8,32,0,0,""
2,9884,"s_mul_i32 s2, s13, s24",8,36,4,0,""
2,9888,"v_add_u32_e32 v6, s12, v4",8,32,0,0,""
2,9892,"s_add_i32 s6, s2, s3",8,32,0,0,""
2,9896,"v_add_u32_e32 v8, s12, v6",8,32,0,0,""
2,9900,"s_lshl_b64 s[22:23], s[6:7], 1",8,32,0,0,""
2,9904,"v_add_u32_e32 v10, s12, v8",8,32,0,0,""
2,9908,"s_add_u32 s2, s18, s22",8,32,0,0,""
2,9912,"v_add_u32_e32 v12, s12, v10",8,32,0,0,""
2,9916,"s_addc_u32 s3, s19, s23",8,36,0,0,""
2,9920,"v_mov_b32_e32 v3, v15",8,32,0,8056,""
2,9924,"v_add_u32_e32 v16, s12, v12",8,40,8,0,""
2,9928,"v_lshl_add_u64 v[24:25], v[2:3], 1, s[2:3]",8,32,0,0,""
2,9936,"v_mov_b32_e32 v5, v15",8,32,0,0,""
2,9940,"v_mov_b32_e32 v7, v15",8,32,0,0,""
2,9944,"v_mov_b32_e32 v9, v15",8,32,0,0,""
2,9948,"v_mov_b32_e32 v11, v15",8,32,0,0,""
2,9952,"v_mov_b32_e32 v13, v15",8,32,0,0,""
2,9956,"v_mov_b32_e32 v17, v15",8,32,0,0,""
2,9960,"v_add_u32_e32 v18, s12, v16",8,144,112,0,""
2,9964,"v_mov_b32_e32 v19, v15",8,32,0,0,""
2,9968,"v_lshl_add_u64 v[26:27], v[4:5], 1, s[2:3]",8,44,12,0,""
2,9976,"v_lshl_add_u64 v[28:29], v[6:7], 1, s[2:3]",8,32,0,0,""
2,9984,"v_lshl_add_u64 v[30:31], v[8:9], 1, s[2:3]",8,44,12,0,""
2,9992,"v_lshl_add_u64 v[32:33], v[10:11], 1, s[2:3]",8,32,0,0,""
2,10000,"v_lshl_add_u64 v[34:35], v[12:13], 1, s[2:3]",8,32,0,0,""
2,10008,"v_lshl_add_u64 v[36:37], v[16:17], 1, s[2:3]",8,32,0,0,""
2,10016,"v_lshl_add_u64 v[38:39], v[18:19], 1, s[2:3]",8,32,0,0,""
2,10024,"global_load_ushort v45, v[24:25], off",8,29748,29716,64,""
2,10032,"global_load_ushort v46, v[26:27], off",8,144,112,0,""
2,10040,"global_load_ushort v47, v[28:29], off",8,64,32,0,""
2,10048,"global_load_ushort v48, v[30:31], off",8,7852,7820,960,""
2,10056,"global_load_ushort v49, v[32:33], off",8,1308,1276,0,""
2,10064,"global_load_ushort v50, v[34:35], off",8,1824,1788,0,""
2,10072,"global_load_ushort v51, v[36:37], off",8,2088,2052,0,""
2,10080,"global_load_ushort v52, v[38:39], off",8,288,256,0,""
2,10088,"s_load_dwordx2 s[2:3], s[0:1], 0x4",8,32,0,0,""
2,10096,"s_load_dwordx2 s[8:9], s[0:1], 0x20",8,32,0,0,""
2,10104,"s_load_dword s13, s[0:1], 0x48",8,32,0,0,""
2,10112,"v_and_b32_e32 v24, 31, v0",8,32,0,0,""
2,10116,"v_lshrrev_b32_e32 v0, 3, v0",8,32,0,0,""
2,10120,"v_lshlrev_b32_e32 v65, 5, v40",8,32,0,0,""
2,10124,"v_lshl_or_b32 v87, v41, 4, v42",8,32,0,0,""
2,10132,"s_mov_b32 s25, 0x5040100",8,32,0,0,""
2,10140,"v_and_b32_e32 v84, 4, v0",8,32,0,0,""
2,10144,"v_lshl_or_b32 v64, v1, 5, v24",8,32,0,0,""
2,10152,"v_lshl_add_u32 v88, v43, 4, v44",8,32,0,0,""
2,10160,"v_or_b32_e32 v0, v65, v24",8,32,0,0,""
2,10164,"v_lshlrev_b32_e32 v1, 1, v87",8,32,0,0,""
2,10168,"v_lshl_or_b32 v85, v64, 4, v84",8,32,0,0,""
