workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
bmm2,./batched_gemm2,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Tue Dec  2 10:59:23 2025 (UTC),3,1b0d893a303b,Intel(R) Xeon(R) Platinum 8480C,"American Megatrends International, LLC.C2789.5.BS.1C17.AG.1",Ubuntu 24.04.3 LTS,5.15.0-161-generic,,1056453924,,7.1.0,,SPX,NPS1,MI300,MI300X_A1,gfx942,29857,32,4096,304,4,32,64,1024,32,2100,1300,2100,1300,16,128,32,160,4,8,128
