"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,16128,"; _Z52batched_matrix_multiplication_matrix_core_128x128x16ILj128ELj128ELj16EEvjjjjPKDF16bS1_PDF16b4dim3S3_S3_i",0,0,0,0,"void batched_matrix_multiplication_matrix_core_128x128x16<128u, 128u, 16u>(unsigned int, unsigned int, unsigned int, unsigned int, std::bfloat16_t const*, std::bfloat16_t const*, std::bfloat16_t*, dim3, dim3, dim3, int)"
2,16128,"s_load_dwordx4 s[16:19], s[0:1], 0x10",8,52,20,5516,""
2,16136,"s_load_dwordx8 s[8:15], s[0:1], 0x28",8,32,0,0,""
2,16144,"s_lshl_b32 s5, s3, 7",8,32,0,0,""
2,16148,"v_lshrrev_b32_e32 v40, 7, v0",8,32,0,0,""
2,16152,"v_and_b32_e32 v2, 63, v0",8,32,0,0,""
2,16156,"v_bfe_u32 v1, v0, 6, 1",8,32,0,0,""
2,16164,"s_waitcnt lgkmcnt(0)",8,8144,8144,0,""
2,16168,"s_mul_i32 s3, s8, s4",8,36,0,0,""
2,16172,"s_mul_i32 s6, s9, s5",8,44,12,0,""
2,16176,"s_add_i32 s6, s6, s3",8,32,0,0,""
2,16180,"s_mov_b32 s7, 0",8,32,0,0,""
2,16184,"v_lshl_or_b32 v41, v40, 6, v2",8,32,0,0,""
2,16192,"s_lshl_b64 s[20:21], s[6:7], 1",8,32,0,0,""
2,16196,"v_mul_lo_u32 v2, s9, v41",8,32,0,0,""
2,16204,"v_lshlrev_b32_e32 v42, 3, v1",8,64,32,0,""
2,16208,"s_add_u32 s26, s16, s20",8,32,0,0,""
2,16212,"v_mad_u64_u32 v[14:15], s[8:9], s10, v42, v[2:3]",8,48,16,0,""
2,16220,"v_lshlrev_b32_e32 v44, 3, v40",8,36,0,0,""
2,16224,"s_addc_u32 s27, s17, s21",8,32,0,92,""
2,16228,"v_and_b32_e32 v43, 0x7f, v0",8,32,0,0,""
2,16236,"v_mul_lo_u32 v2, s12, v44",8,40,8,0,""
2,16244,"v_mov_b32_e32 v15, 0",8,36,0,0,""
2,16248,"v_mad_u64_u32 v[2:3], s[8:9], s13, v43, v[2:3]",8,40,8,0,""
2,16256,"v_lshl_add_u64 v[4:5], v[14:15], 1, s[26:27]",8,44,12,0,""
2,16264,"s_lshl_b32 s24, s2, 7",8,36,4,84,""
2,16268,"global_load_dwordx4 v[20:23], v[4:5], off",8,48,16,32,""
2,16276,"v_add_u32_e32 v4, s12, v2",8,32,0,0,""
2,16280,"s_mul_i32 s3, s11, s4",8,32,0,0,""
2,16284,"s_mul_i32 s2, s13, s24",8,32,0,0,""
2,16288,"v_add_u32_e32 v6, s12, v4",8,32,0,0,""
2,16292,"s_add_i32 s6, s2, s3",8,32,0,0,""
2,16296,"v_add_u32_e32 v8, s12, v6",8,32,0,0,""
2,16300,"s_lshl_b64 s[22:23], s[6:7], 1",8,32,0,0,""
2,16304,"v_add_u32_e32 v10, s12, v8",8,32,0,0,""
2,16308,"s_add_u32 s2, s18, s22",8,32,0,0,""
2,16312,"v_add_u32_e32 v12, s12, v10",8,32,0,0,""
2,16316,"s_addc_u32 s3, s19, s23",8,32,0,0,""
2,16320,"v_mov_b32_e32 v3, v15",8,32,0,3228,""
2,16324,"v_add_u32_e32 v16, s12, v12",8,36,4,0,""
2,16328,"v_lshl_add_u64 v[24:25], v[2:3], 1, s[2:3]",8,32,0,0,""
2,16336,"v_mov_b32_e32 v5, v15",8,32,0,0,""
2,16340,"v_mov_b32_e32 v7, v15",8,32,0,0,""
2,16344,"v_mov_b32_e32 v9, v15",8,32,0,0,""
2,16348,"v_mov_b32_e32 v11, v15",8,32,0,0,""
2,16352,"v_mov_b32_e32 v13, v15",8,32,0,0,""
2,16356,"v_mov_b32_e32 v17, v15",8,32,0,0,""
2,16360,"v_add_u32_e32 v18, s12, v16",8,64,32,0,""
2,16364,"v_mov_b32_e32 v19, v15",8,32,0,0,""
2,16368,"v_lshl_add_u64 v[26:27], v[4:5], 1, s[2:3]",8,32,0,0,""
2,16376,"v_lshl_add_u64 v[28:29], v[6:7], 1, s[2:3]",8,32,0,0,""
2,16384,"v_lshl_add_u64 v[30:31], v[8:9], 1, s[2:3]",8,80,48,10616,""
2,16392,"v_lshl_add_u64 v[32:33], v[10:11], 1, s[2:3]",8,32,0,0,""
2,16400,"v_lshl_add_u64 v[34:35], v[12:13], 1, s[2:3]",8,44,12,0,""
2,16408,"v_lshl_add_u64 v[36:37], v[16:17], 1, s[2:3]",8,32,0,0,""
2,16416,"v_lshl_add_u64 v[38:39], v[18:19], 1, s[2:3]",8,32,0,0,""
2,16424,"global_load_ushort v45, v[24:25], off",8,7932,7896,64,""
2,16432,"global_load_ushort v46, v[26:27], off",8,112,72,0,""
2,16440,"global_load_ushort v47, v[28:29], off",8,584,544,0,""
2,16448,"global_load_ushort v48, v[30:31], off",8,2788,2752,240,""
2,16456,"global_load_ushort v49, v[32:33], off",8,44,8,0,""
2,16464,"global_load_ushort v50, v[34:35], off",8,40,4,0,""
2,16472,"global_load_ushort v51, v[36:37], off",8,392,352,0,""
2,16480,"global_load_ushort v52, v[38:39], off",8,808,776,0,""
2,16488,"s_load_dwordx2 s[2:3], s[0:1], 0x4",8,32,0,0,""
2,16496,"s_load_dwordx2 s[8:9], s[0:1], 0x20",8,32,0,0,""
2,16504,"s_load_dword s13, s[0:1], 0x48",8,32,0,0,""
2,16512,"v_and_b32_e32 v24, 31, v0",8,32,0,0,""
2,16516,"v_lshrrev_b32_e32 v0, 3, v0",8,32,0,0,""
2,16520,"v_lshlrev_b32_e32 v65, 5, v40",8,32,0,0,""
2,16524,"v_lshl_or_b32 v87, v41, 4, v42",8,32,0,0,""
2,16532,"s_mov_b32 s25, 0x5040100",8,32,0,0,""
2,16540,"v_and_b32_e32 v84, 4, v0",8,32,0,0,""
2,16544,"v_lshl_or_b32 v64, v1, 5, v24",8,32,0,0,""
2,16552,"v_lshl_add_u32 v88, v43, 4, v44",8,32,0,0,""
2,16560,"v_or_b32_e32 v0, v65, v24",8,32,0,0,""
2,16564,"v_lshlrev_b32_e32 v1, 1, v87",8,32,0,0,""
2,16568,"v_lshl_or_b32 v85, v64, 4, v84",8,32,0,0,""
